municip_code,municip_code_ibge,municip_name,municip_parent_code,municip_parent_name
420540,4205407,Florianópolis,4205407,Florianópolis
420543,4205431,Formosa do Sul,4205431,Formosa do Sul
420545,4205456,Forquilhinha,4205456,Forquilhinha
420550,4205506,Fraiburgo,4205506,Fraiburgo
420555,4205555,Frei Rogério,4205555,Frei Rogério
420560,4205605,Galvão,4205605,Galvão
420570,4205704,Garopaba,4205704,Garopaba
420580,4205803,Garuva,4205803,Garuva
420590,4205902,Gaspar,4205902,Gaspar
420600,4206009,Governador Celso Ramos,4206009,Governador Celso Ramos
420610,4206108,Grão Pará,4206108,Grão Pará
420620,4206207,Gravatal,4206207,Gravatal
420630,4206306,Guabiruba,4206306,Guabiruba
420640,4206405,Guaraciaba,4206405,Guaraciaba
420650,4206504,Guaramirim,4206504,Guaramirim
420660,4206603,Guarujá do Sul,4206603,Guarujá do Sul
420665,4206652,Guatambú,4206652,Guatambú
420670,4206702,Herval d'Oeste,4206702,Herval d'Oeste
420675,4206751,Ibiam,4206751,Ibiam
420680,4206801,Ibicaré,4206801,Ibicaré
420690,4206900,Ibirama,4206900,Ibirama
420700,4207007,Içara,4207007,Içara
420710,4207106,Ilhota,4207106,Ilhota
420720,4207205,Imaruí,4207205,Imaruí
420730,4207304,Imbituba,4207304,Imbituba
420740,4207403,Imbuia,4207403,Imbuia
420750,4207502,Indaial,4207502,Indaial
420757,4207577,Iomerê,4207577,Iomerê
420760,4207601,Ipira,4207601,Ipira
420765,4207650,Iporã do Oeste,4207650,Iporã do Oeste
420768,4207684,Ipuaçu,4207684,Ipuaçu
420770,4207700,Ipumirim,4207700,Ipumirim
420775,4207759,Iraceminha,4207759,Iraceminha
420780,4207809,Irani,4207809,Irani
420785,4207858,Irati,4207858,Irati
420790,4207908,Irineópolis,4207908,Irineópolis
420800,4208005,Itá,4208005,Itá
420810,4208104,Itaiópolis,4208104,Itaiópolis
420820,4208203,Itajaí,4208203,Itajaí
420830,4208302,Itapema,4208302,Itapema
420840,4208401,Itapiranga,4208401,Itapiranga
420845,4208450,Itapoá,4208450,Itapoá
420850,4208500,Ituporanga,4208500,Ituporanga
420860,4208609,Jaborá,4208609,Jaborá
420870,4208708,Jacinto Machado,4208708,Jacinto Machado
420880,4208807,Jaguaruna,4208807,Jaguaruna
420890,4208906,Jaraguá do Sul,4208906,Jaraguá do Sul
420895,4208955,Jardinópolis,4208955,Jardinópolis
420900,4209003,Joaçaba,4209003,Joaçaba
420910,4209102,Joinville,4209102,Joinville
420915,4209151,José Boiteux,4209151,José Boiteux
420917,4209177,Jupiá,4209177,Jupiá
420920,4209201,Lacerdópolis,4209201,Lacerdópolis
420930,4209300,Lages,4209300,Lages
420940,4209409,Laguna,4209409,Laguna
420945,4209458,Lajeado Grande,4209458,Lajeado Grande
420950,4209508,Laurentino,4209508,Laurentino
420960,4209607,Lauro Muller,4209607,Lauro Muller
420970,4209706,Lebon Régis,4209706,Lebon Régis
420980,4209805,Leoberto Leal,4209805,Leoberto Leal
420985,4209854,Lindóia do Sul,4209854,Lindóia do Sul
420990,4209904,Lontras,4209904,Lontras
421000,4210001,Luiz Alves,4210001,Luiz Alves
421003,4210035,Luzerna,4210035,Luzerna
421005,4210050,Macieira,4210050,Macieira
421010,4210100,Mafra,4210100,Mafra
421020,4210209,Major Gercino,4210209,Major Gercino
421030,4210308,Major Vieira,4210308,Major Vieira
421040,4210407,Maracajá,4210407,Maracajá
421050,4210506,Maravilha,4210506,Maravilha
421055,4210555,Marema,4210555,Marema
421060,4210605,Massaranduba,4210605,Massaranduba
421070,4210704,Matos Costa,4210704,Matos Costa
421080,4210803,Meleiro,4210803,Meleiro
421085,4210852,Mirim Doce,4210852,Mirim Doce
421090,4210902,Modelo,4210902,Modelo
421100,4211009,Mondaí,4211009,Mondaí
421105,4211058,Monte Carlo,4211058,Monte Carlo
421110,4211108,Monte Castelo,4211108,Monte Castelo
421120,4211207,Morro da Fumaça,4211207,Morro da Fumaça
421125,4211256,Morro Grande,4211256,Morro Grande
421130,4211306,Navegantes,4211306,Navegantes
421140,4211405,Nova Erechim,4211405,Nova Erechim
421145,4211454,Nova Itaberaba,4211454,Nova Itaberaba
421150,4211504,Nova Trento,4211504,Nova Trento
421160,4211603,Nova Veneza,4211603,Nova Veneza
421165,4211652,Novo Horizonte,4211652,Novo Horizonte
421170,4211702,Orleans,4211702,Orleans
421175,4211751,Otacílio Costa,4211751,Otacílio Costa
421180,4211801,Ouro,4211801,Ouro
421185,4211850,Ouro Verde,4211850,Ouro Verde
421187,4211876,Paial,4211876,Paial
421189,4211892,Painel,4211892,Painel
421190,4211900,Palhoça,4211900,Palhoça
421200,4212007,Palma Sola,4212007,Palma Sola
421205,4212056,Palmeira,4212056,Palmeira
421210,4212106,Palmitos,4212106,Palmitos
421220,4212205,Papanduva,4212205,Papanduva
421223,4212239,Paraíso,4212239,Paraíso
421225,4212254,Passo de Torres,4212254,Passo de Torres
421227,4212270,Passos Maia,4212270,Passos Maia
421230,4212304,Paulo Lopes,4212304,Paulo Lopes
421240,4212403,Pedras Grandes,4212403,Pedras Grandes
421250,4212502,Penha,4212502,Penha
421260,4212601,Peritiba,4212601,Peritiba
421265,4212650,Pescaria Brava,4209409,Laguna
421270,4212700,Petrolândia,4212700,Petrolândia
421280,4212809,Balneário Piçarras,4212809,Balneário Piçarras
421290,4212908,Pinhalzinho,4212908,Pinhalzinho
421300,4213005,Pinheiro Preto,4213005,Pinheiro Preto
421310,4213104,Piratuba,4213104,Piratuba
421315,4213153,Planalto Alegre,4213153,Planalto Alegre
421320,4213203,Pomerode,4213203,Pomerode
421330,4213302,Ponte Alta,4213302,Ponte Alta
421335,4213351,Ponte Alta do Norte,4213351,Ponte Alta do Norte
421340,4213401,Ponte Serrada,4213401,Ponte Serrada
421350,4213500,Porto Belo,4213500,Porto Belo
421360,4213609,Porto União,4213609,Porto União
421370,4213708,Pouso Redondo,4213708,Pouso Redondo
421380,4213807,Praia Grande,4213807,Praia Grande
421390,4213906,Presidente Castello Branco,4213906,Presidente Castello Branco
421400,4214003,Presidente Getúlio,4214003,Presidente Getúlio
421410,4214102,Presidente Nereu,4214102,Presidente Nereu
421415,4214151,Princesa,4214151,Princesa
421420,4214201,Quilombo,4214201,Quilombo
421430,4214300,Rancho Queimado,4214300,Rancho Queimado
421440,4214409,Rio das Antas,4214409,Rio das Antas
421450,4214508,Rio do Campo,4214508,Rio do Campo
421460,4214607,Rio do Oeste,4214607,Rio do Oeste
421470,4214706,Rio dos Cedros,4214706,Rio dos Cedros
421480,4214805,Rio do Sul,4214805,Rio do Sul
421490,4214904,Rio Fortuna,4214904,Rio Fortuna
421500,4215000,Rio Negrinho,4215000,Rio Negrinho
421505,4215059,Rio Rufino,4215059,Rio Rufino
421507,4215075,Riqueza,4215075,Riqueza
421510,4215109,Rodeio,4215109,Rodeio
421520,4215208,Romelândia,4215208,Romelândia
421530,4215307,Salete,4215307,Salete
421535,4215356,Saltinho,4215356,Saltinho
421540,4215406,Salto Veloso,4215406,Salto Veloso
421545,4215455,Sangão,4215455,Sangão
421550,4215505,Santa Cecília,4215505,Santa Cecília
421555,4215554,Santa Helena,4215554,Santa Helena
421560,4215604,Santa Rosa de Lima,4215604,Santa Rosa de Lima
421565,4215653,Santa Rosa do Sul,4215653,Santa Rosa do Sul
421567,4215679,Santa Terezinha,4215679,Santa Terezinha
421568,4215687,Santa Terezinha do Progresso,4215687,Santa Terezinha do Progresso
421569,4215695,Santiago do Sul,4215695,Santiago do Sul
421570,4215703,Santo Amaro da Imperatriz,4215703,Santo Amaro da Imperatriz
421575,4215752,São Bernardino,4215752,São Bernardino
421580,4215802,São Bento do Sul,4215802,São Bento do Sul
421590,4215901,São Bonifácio,4215901,São Bonifácio
421600,4216008,São Carlos,4216008,São Carlos
421605,4216057,São Cristovão do Sul,4216057,São Cristovão do Sul
421610,4216107,São Domingos,4216107,São Domingos
421620,4216206,São Francisco do Sul,4216206,São Francisco do Sul
421625,4216255,São João do Oeste,4216255,São João do Oeste
421630,4216305,São João Batista,4216305,São João Batista
421635,4216354,São João do Itaperiú,4216354,São João do Itaperiú
421640,4216404,São João do Sul,4216404,São João do Sul
421650,4216503,São Joaquim,4216503,São Joaquim
421660,4216602,São José,4216602,São José
421670,4216701,São José do Cedro,4216701,São José do Cedro
421680,4216800,São José do Cerrito,4216800,São José do Cerrito
421690,4216909,São Lourenço do Oeste,4216909,São Lourenço do Oeste
421700,4217006,São Ludgero,4217006,São Ludgero
421710,4217105,São Martinho,4217105,São Martinho
421715,4217154,São Miguel da Boa Vista,4217154,São Miguel da Boa Vista
421720,4217204,São Miguel do Oeste,4217204,São Miguel do Oeste
421725,4217253,São Pedro de Alcântara,4217253,São Pedro de Alcântara
421730,4217303,Saudades,4217303,Saudades
421740,4217402,Schroeder,4217402,Schroeder
421750,4217501,Seara,4217501,Seara
421755,4217550,Serra Alta,4217550,Serra Alta
421760,4217600,Siderópolis,4217600,Siderópolis
421770,4217709,Sombrio,4217709,Sombrio
421775,4217758,Sul Brasil,4217758,Sul Brasil
421780,4217808,Taió,4217808,Taió
421790,4217907,Tangará,4217907,Tangará
421795,4217956,Tigrinhos,4217956,Tigrinhos
421800,4218004,Tijucas,4218004,Tijucas
421810,4218103,Timbé do Sul,4218103,Timbé do Sul
421820,4218202,Timbó,4218202,Timbó
421825,4218251,Timbó Grande,4218251,Timbó Grande
421830,4218301,Três Barras,4218301,Três Barras
421835,4218350,Treviso,4218350,Treviso
421840,4218400,Treze de Maio,4218400,Treze de Maio
421850,4218509,Treze Tílias,4218509,Treze Tílias
421860,4218608,Trombudo Central,4218608,Trombudo Central
421870,4218707,Tubarão,4218707,Tubarão
421875,4218756,Tunápolis,4218756,Tunápolis
421880,4218806,Turvo,4218806,Turvo
421885,4218855,União do Oeste,4218855,União do Oeste
421890,4218905,Urubici,4218905,Urubici
421895,4218954,Urupema,4218954,Urupema
421900,4219002,Urussanga,4219002,Urussanga
421910,4219101,Vargeão,4219101,Vargeão
421915,4219150,Vargem,4219150,Vargem
421917,4219176,Vargem Bonita,4219176,Vargem Bonita
421920,4219200,Vidal Ramos,4219200,Vidal Ramos
421930,4219309,Videira,4219309,Videira
421935,4219358,Vitor Meireles,4219358,Vitor Meireles
421940,4219408,Witmarsum,4219408,Witmarsum
421950,4219507,Xanxerê,4219507,Xanxerê
421960,4219606,Xavantina,4219606,Xavantina
421970,4219705,Xaxim,4219705,Xaxim
421985,4219853,Zortéa,4219853,Zortéa
422000,4220000,Balneário Rincão,4207007,Içara
430003,4300034,Aceguá,4300034,Aceguá
430005,4300059,Água Santa,4300059,Água Santa
430010,4300109,Agudo,4300109,Agudo
430020,4300208,Ajuricaba,4300208,Ajuricaba
430030,4300307,Alecrim,4300307,Alecrim
430040,4300406,Alegrete,4300406,Alegrete
430045,4300455,Alegria,4300455,Alegria
430047,4300471,Almirante Tamandaré do Sul,4300471,Almirante Tamandaré do Sul
430050,4300505,Alpestre,4300505,Alpestre
430055,4300554,Alto Alegre,4300554,Alto Alegre
430057,4300570,Alto Feliz,4300570,Alto Feliz
430060,4300604,Alvorada,4300604,Alvorada
430063,4300638,Amaral Ferrador,4300638,Amaral Ferrador
430064,4300646,Ametista do Sul,4300646,Ametista do Sul
430066,4300661,André da Rocha,4300661,André da Rocha
430070,4300703,Anta Gorda,4300703,Anta Gorda
430080,4300802,Antônio Prado,4300802,Antônio Prado
430085,4300851,Arambaré,4300851,Arambaré
430087,4300877,Araricá,4300877,Araricá
430090,4300901,Aratiba,4300901,Aratiba
430100,4301008,Arroio do Meio,4301008,Arroio do Meio
430105,4301057,Arroio do Sal,4301057,Arroio do Sal
430107,4301073,Arroio do Padre,4301073,Arroio do Padre
430110,4301107,Arroio dos Ratos,4301107,Arroio dos Ratos
430120,4301206,Arroio do Tigre,4301206,Arroio do Tigre
430130,4301305,Arroio Grande,4301305,Arroio Grande
430140,4301404,Arvorezinha,4301404,Arvorezinha
430150,4301503,Augusto Pestana,4301503,Augusto Pestana
430155,4301552,Áurea,4301552,Áurea
430160,4301602,Bagé,4301602,Bagé
430163,4301636,Balneário Pinhal,4301636,Balneário Pinhal
430165,4301651,Barão,4301651,Barão
430170,4301701,Barão de Cotegipe,4301701,Barão de Cotegipe
430175,4301750,Barão do Triunfo,4301750,Barão do Triunfo
430180,4301800,Barracão,4301800,Barracão
430185,4301859,Barra do Guarita,4301859,Barra do Guarita
430187,4301875,Barra do Quaraí,4301875,Barra do Quaraí
430190,4301909,Barra do Ribeiro,4301909,Barra do Ribeiro
430192,4301925,Barra do Rio Azul,4301925,Barra do Rio Azul
430195,4301958,Barra Funda,4301958,Barra Funda
430200,4302006,Barros Cassal,4302006,Barros Cassal
430205,4302055,Benjamin Constant do Sul,4302055,Benjamin Constant do Sul
430210,4302105,Bento Gonçalves,4302105,Bento Gonçalves
430215,4302154,Boa Vista das Missões,4302154,Boa Vista das Missões
430220,4302204,Boa Vista do Buricá,4302204,Boa Vista do Buricá
430222,4302220,Boa Vista do Cadeado,4302220,Boa Vista do Cadeado
430223,4302238,Boa Vista do Incra,4302238,Boa Vista do Incra
430225,4302253,Boa Vista do Sul,4302253,Boa Vista do Sul
430230,4302303,Bom Jesus,4302303,Bom Jesus
430235,4302352,Bom Princípio,4302352,Bom Princípio
430237,4302378,Bom Progresso,4302378,Bom Progresso
430240,4302402,Bom Retiro do Sul,4302402,Bom Retiro do Sul
430245,4302451,Boqueirão do Leão,4302451,Boqueirão do Leão
430250,4302501,Bossoroca,4302501,Bossoroca
430258,4302584,Bozano,4302584,Bozano
430260,4302600,Braga,4302600,Braga
430265,4302659,Brochier,4302659,Brochier
430270,4302709,Butiá,4302709,Butiá
430280,4302808,Caçapava do Sul,4302808,Caçapava do Sul
430290,4302907,Cacequi,4302907,Cacequi
430300,4303004,Cachoeira do Sul,4303004,Cachoeira do Sul
430310,4303103,Cachoeirinha,4303103,Cachoeirinha
430320,4303202,Cacique Doble,4303202,Cacique Doble
430330,4303301,Caibaté,4303301,Caibaté
430340,4303400,Caiçara,4303400,Caiçara
430350,4303509,Camaquã,4303509,Camaquã
430355,4303558,Camargo,4303558,Camargo
430360,4303608,Cambará do Sul,4303608,Cambará do Sul
430367,4303673,Campestre da Serra,4303673,Campestre da Serra
430370,4303707,Campina das Missões,4303707,Campina das Missões
430380,4303806,Campinas do Sul,4303806,Campinas do Sul
430390,4303905,Campo Bom,4303905,Campo Bom
430400,4304002,Campo Novo,4304002,Campo Novo
430410,4304101,Campos Borges,4304101,Campos Borges
430420,4304200,Candelária,4304200,Candelária
430430,4304309,Cândido Godói,4304309,Cândido Godói
430435,4304358,Candiota,4304358,Candiota
430440,4304408,Canela,4304408,Canela
430450,4304507,Canguçu,4304507,Canguçu
430460,4304606,Canoas,4304606,Canoas
430461,4304614,Canudos do Vale,4304614,Canudos do Vale
430462,4304622,Capão Bonito do Sul,4304622,Capão Bonito do Sul
430463,4304630,Capão da Canoa,4304630,Capão da Canoa
430465,4304655,Capão do Cipó,4304655,Capão do Cipó
430466,4304663,Capão do Leão,4304663,Capão do Leão
430467,4304671,Capivari do Sul,4304671,Capivari do Sul
430468,4304689,Capela de Santana,4304689,Capela de Santana
430469,4304697,Capitão,4304697,Capitão
430470,4304705,Carazinho,4304705,Carazinho
430471,4304713,Caraá,4304713,Caraá
430480,4304804,Carlos Barbosa,4304804,Carlos Barbosa
430485,4304853,Carlos Gomes,4304853,Carlos Gomes
430490,4304903,Casca,4304903,Casca
430495,4304952,Caseiros,4304952,Caseiros
430500,4305009,Catuípe,4305009,Catuípe
430510,4305108,Caxias do Sul,4305108,Caxias do Sul
430511,4305116,Centenário,4305116,Centenário
430512,4305124,Cerrito,4305124,Cerrito
430513,4305132,Cerro Branco,4305132,Cerro Branco
430515,4305157,Cerro Grande,4305157,Cerro Grande
430517,4305173,Cerro Grande do Sul,4305173,Cerro Grande do Sul
430520,4305207,Cerro Largo,4305207,Cerro Largo
430530,4305306,Chapada,4305306,Chapada
430535,4305355,Charqueadas,4305355,Charqueadas
430537,4305371,Charrua,4305371,Charrua
430540,4305405,Chiapetta,4305405,Chiapetta
430543,4305439,Chuí,4305439,Chuí
430544,4305447,Chuvisca,4305447,Chuvisca
430545,4305454,Cidreira,4305454,Cidreira
430550,4305504,Ciríaco,4305504,Ciríaco
430558,4305587,Colinas,4305587,Colinas
430560,4305603,Colorado,4305603,Colorado
430570,4305702,Condor,4305702,Condor
430580,4305801,Constantina,4305801,Constantina
430583,4305835,Coqueiro Baixo,4305835,Coqueiro Baixo
430585,4305850,Coqueiros do Sul,4305850,Coqueiros do Sul
430587,4305871,Coronel Barros,4305871,Coronel Barros
430590,4305900,Coronel Bicaco,4305900,Coronel Bicaco
430593,4305934,Coronel Pilar,4305934,Coronel Pilar
430595,4305959,Cotiporã,4305959,Cotiporã
430597,4305975,Coxilha,4305975,Coxilha
430600,4306007,Crissiumal,4306007,Crissiumal
430605,4306056,Cristal,4306056,Cristal
430607,4306072,Cristal do Sul,4306072,Cristal do Sul
430610,4306106,Cruz Alta,4306106,Cruz Alta
430613,4306130,Cruzaltense,4306130,Cruzaltense
430620,4306205,Cruzeiro do Sul,4306205,Cruzeiro do Sul
430630,4306304,David Canabarro,4306304,David Canabarro
430632,4306320,Derrubadas,4306320,Derrubadas
430635,4306353,Dezesseis de Novembro,4306353,Dezesseis de Novembro
430637,4306379,Dilermando de Aguiar,4306379,Dilermando de Aguiar
430640,4306403,Dois Irmãos,4306403,Dois Irmãos
430642,4306429,Dois Irmãos das Missões,4306429,Dois Irmãos das Missões
430645,4306452,Dois Lajeados,4306452,Dois Lajeados
430650,4306502,Dom Feliciano,4306502,Dom Feliciano
430655,4306551,Dom Pedro de Alcântara,4306551,Dom Pedro de Alcântara
430660,4306601,Dom Pedrito,4306601,Dom Pedrito
430670,4306700,Dona Francisca,4306700,Dona Francisca
430673,4306734,Doutor Maurício Cardoso,4306734,Doutor Maurício Cardoso
430675,4306759,Doutor Ricardo,4306759,Doutor Ricardo
430676,4306767,Eldorado do Sul,4306767,Eldorado do Sul
430680,4306809,Encantado,4306809,Encantado
430690,4306908,Encruzilhada do Sul,4306908,Encruzilhada do Sul
430692,4306924,Engenho Velho,4306924,Engenho Velho
430693,4306932,Entre-Ijuís,4306932,Entre-Ijuís
430695,4306957,Entre Rios do Sul,4306957,Entre Rios do Sul
430697,4306973,Erebango,4306973,Erebango
430700,4307005,Erechim,4307005,Erechim
430705,4307054,Ernestina,4307054,Ernestina
430710,4307104,Herval,4307104,Herval
430720,4307203,Erval Grande,4307203,Erval Grande
430730,4307302,Erval Seco,4307302,Erval Seco
430740,4307401,Esmeralda,4307401,Esmeralda
430745,4307450,Esperança do Sul,4307450,Esperança do Sul
430750,4307500,Espumoso,4307500,Espumoso
430755,4307559,Estação,4307559,Estação
430760,4307609,Estância Velha,4307609,Estância Velha
430770,4307708,Esteio,4307708,Esteio
430780,4307807,Estrela,4307807,Estrela
430781,4307815,Estrela Velha,4307815,Estrela Velha
430783,4307831,Eugênio de Castro,4307831,Eugênio de Castro
430786,4307864,Fagundes Varela,4307864,Fagundes Varela
430790,4307906,Farroupilha,4307906,Farroupilha
430800,4308003,Faxinal do Soturno,4308003,Faxinal do Soturno
430805,4308052,Faxinalzinho,4308052,Faxinalzinho
430807,4308078,Fazenda Vilanova,4308078,Fazenda Vilanova
430810,4308102,Feliz,4308102,Feliz
430820,4308201,Flores da Cunha,4308201,Flores da Cunha
430825,4308250,Floriano Peixoto,4308250,Floriano Peixoto
430830,4308300,Fontoura Xavier,4308300,Fontoura Xavier
430840,4308409,Formigueiro,4308409,Formigueiro
430843,4308433,Forquetinha,4308433,Forquetinha
430845,4308458,Fortaleza dos Valos,4308458,Fortaleza dos Valos
430850,4308508,Frederico Westphalen,4308508,Frederico Westphalen
430860,4308607,Garibaldi,4308607,Garibaldi
430865,4308656,Garruchos,4308656,Garruchos
430870,4308706,Gaurama,4308706,Gaurama
430880,4308805,General Câmara,4308805,General Câmara
430885,4308854,Gentil,4308854,Gentil
430890,4308904,Getúlio Vargas,4308904,Getúlio Vargas
430900,4309001,Giruá,4309001,Giruá
430905,4309050,Glorinha,4309050,Glorinha
430910,4309100,Gramado,4309100,Gramado
430912,4309126,Gramado dos Loureiros,4309126,Gramado dos Loureiros
430915,4309159,Gramado Xavier,4309159,Gramado Xavier
430920,4309209,Gravataí,4309209,Gravataí
430925,4309258,Guabiju,4309258,Guabiju
430930,4309308,Guaíba,4309308,Guaíba
430940,4309407,Guaporé,4309407,Guaporé
430950,4309506,Guarani das Missões,4309506,Guarani das Missões
430955,4309555,Harmonia,4309555,Harmonia
430957,4309571,Herveiras,4309571,Herveiras
430960,4309605,Horizontina,4309605,Horizontina
430965,4309654,Hulha Negra,4309654,Hulha Negra
430970,4309704,Humaitá,4309704,Humaitá
430975,4309753,Ibarama,4309753,Ibarama
430980,4309803,Ibiaçá,4309803,Ibiaçá
430990,4309902,Ibiraiaras,4309902,Ibiraiaras
430995,4309951,Ibirapuitã,4309951,Ibirapuitã
431000,4310009,Ibirubá,4310009,Ibirubá
431010,4310108,Igrejinha,4310108,Igrejinha
431020,4310207,Ijuí,4310207,Ijuí
431030,4310306,Ilópolis,4310306,Ilópolis
431033,4310330,Imbé,4310330,Imbé
431036,4310363,Imigrante,4310363,Imigrante
431040,4310405,Independência,4310405,Independência
431041,4310413,Inhacorá,4310413,Inhacorá
431043,4310439,Ipê,4310439,Ipê
431046,4310462,Ipiranga do Sul,4310462,Ipiranga do Sul
431050,4310504,Iraí,4310504,Iraí
431053,4310538,Itaara,4310538,Itaara
431055,4310553,Itacurubi,4310553,Itacurubi
431057,4310579,Itapuca,4310579,Itapuca
431060,4310603,Itaqui,4310603,Itaqui
431065,4310652,Itati,4310652,Itati
431070,4310702,Itatiba do Sul,4310702,Itatiba do Sul
431075,4310751,Ivorá,4310751,Ivorá
431080,4310801,Ivoti,4310801,Ivoti
431085,4310850,Jaboticaba,4310850,Jaboticaba
431087,4310876,Jacuizinho,4310876,Jacuizinho
431090,4310900,Jacutinga,4310900,Jacutinga
431100,4311007,Jaguarão,4311007,Jaguarão
431110,4311106,Jaguari,4311106,Jaguari
431112,4311122,Jaquirana,4311122,Jaquirana
431113,4311130,Jari,4311130,Jari
431115,4311155,Jóia,4311155,Jóia
431120,4311205,Júlio de Castilhos,4311205,Júlio de Castilhos
431123,4311239,Lagoa Bonita do Sul,4311239,Lagoa Bonita do Sul
431125,4311254,Lagoão,4311254,Lagoão
431127,4311270,Lagoa dos Três Cantos,4311270,Lagoa dos Três Cantos
431130,4311304,Lagoa Vermelha,4311304,Lagoa Vermelha
431140,4311403,Lajeado,4311403,Lajeado
431142,4311429,Lajeado do Bugre,4311429,Lajeado do Bugre
431150,4311502,Lavras do Sul,4311502,Lavras do Sul
431160,4311601,Liberato Salzano,4311601,Liberato Salzano
431162,4311627,Lindolfo Collor,4311627,Lindolfo Collor
431164,4311643,Linha Nova,4311643,Linha Nova
431170,4311700,Machadinho,4311700,Machadinho
431171,4311718,Maçambará,4311718,Maçambará
431173,4311734,Mampituba,4311734,Mampituba
431175,4311759,Manoel Viana,4311759,Manoel Viana
431177,4311775,Maquiné,4311775,Maquiné
431179,4311791,Maratá,4311791,Maratá
431180,4311809,Marau,4311809,Marau
431190,4311908,Marcelino Ramos,4311908,Marcelino Ramos
431198,4311981,Mariana Pimentel,4311981,Mariana Pimentel
431200,4312005,Mariano Moro,4312005,Mariano Moro
431205,4312054,Marques de Souza,4312054,Marques de Souza
431210,4312104,Mata,4312104,Mata
431213,4312138,Mato Castelhano,4312138,Mato Castelhano
431215,4312153,Mato Leitão,4312153,Mato Leitão
431217,4312179,Mato Queimado,4312179,Mato Queimado
431220,4312203,Maximiliano de Almeida,4312203,Maximiliano de Almeida
431225,4312252,Minas do Leão,4312252,Minas do Leão
431230,4312302,Miraguaí,4312302,Miraguaí
431235,4312351,Montauri,4312351,Montauri
431237,4312377,Monte Alegre dos Campos,4312377,Monte Alegre dos Campos
431238,4312385,Monte Belo do Sul,4312385,Monte Belo do Sul
431240,4312401,Montenegro,4312401,Montenegro
431242,4312427,Mormaço,4312427,Mormaço
431244,4312443,Morrinhos do Sul,4312443,Morrinhos do Sul
431245,4312450,Morro Redondo,4312450,Morro Redondo
431247,4312476,Morro Reuter,4312476,Morro Reuter
431250,4312500,Mostardas,4312500,Mostardas
431260,4312609,Muçum,4312609,Muçum
431261,4312617,Muitos Capões,4312617,Muitos Capões
431262,4312625,Muliterno,4312625,Muliterno
431265,4312658,Não-Me-Toque,4312658,Não-Me-Toque
431267,4312674,Nicolau Vergueiro,4312674,Nicolau Vergueiro
431270,4312708,Nonoai,4312708,Nonoai
431275,4312757,Nova Alvorada,4312757,Nova Alvorada
431280,4312807,Nova Araçá,4312807,Nova Araçá
431290,4312906,Nova Bassano,4312906,Nova Bassano
431295,4312955,Nova Boa Vista,4312955,Nova Boa Vista
431300,4313003,Nova Bréscia,4313003,Nova Bréscia
431301,4313011,Nova Candelária,4313011,Nova Candelária
431303,4313037,Nova Esperança do Sul,4313037,Nova Esperança do Sul
431306,4313060,Nova Hartz,4313060,Nova Hartz
431308,4313086,Nova Pádua,4313086,Nova Pádua
431310,4313102,Nova Palma,4313102,Nova Palma
431320,4313201,Nova Petrópolis,4313201,Nova Petrópolis
431330,4313300,Nova Prata,4313300,Nova Prata
431333,4313334,Nova Ramada,4313334,Nova Ramada
431335,4313359,Nova Roma do Sul,4313359,Nova Roma do Sul
431337,4313375,Nova Santa Rita,4313375,Nova Santa Rita
431339,4313391,Novo Cabrais,4313391,Novo Cabrais
431340,4313409,Novo Hamburgo,4313409,Novo Hamburgo
431342,4313425,Novo Machado,4313425,Novo Machado
431344,4313441,Novo Tiradentes,4313441,Novo Tiradentes
431346,4313466,Novo Xingu,4313466,Novo Xingu
431349,4313490,Novo Barreiro,4313490,Novo Barreiro
431350,4313508,Osório,4313508,Osório
